,МАРКА_rare,МАРКА_Э76ХФ,МАРКА_Э90ХАФ,ПРОФИЛЬ_rare,ПРОФИЛЬ_Р65,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
112,1,0,0,1,0,13.0,47.8666667,24.55,47.8666667,4.425793700000001,0.3769,0.11769215213326534,0.2101285,0.082106,0.0415344,1567.0,1611.0,10.5349535,14553.9714868,114.5,16.375999999999998,0.057999999999999996,0.05,0.414,0.027999999999999997,0.02,0.052191999999999995,0.037000000000000005,0.32799999999999996,0.20803892578616365,5955.0,0.002,0.424,0.1,0.105,0.6509999999999999,0.006,0.009000000000000001,0.07,0.006999999999999999,0.021,0.237,0.001,0.002,0.003,0.7120000000000001,0.0003,0.102,0.105,0.833,0.005,0.012,0.07,0.008,0.015,0.313,0.002,0.038,4.113897089835528,57.8,0.6,14.0,0.13,2.8,22.70491353859137,,56.7,0.6,11.9,0.22,2.2,
113,1,0,0,1,0,13.0,41.8333333,20.1833333,41.8333333,3.3918152000000004,0.43212,0.11769215213326534,0.21467399999999998,0.086595,0.0405842,1577.0,1605.0,11.8292125,13404.1288192,114.6,15.815,0.1321788260167713,0.05,0.48200000000000004,0.034,0.02,0.050998,0.042,0.335,0.20803892578616365,4509.0,0.002,0.381,0.11900000000000001,0.109,0.664,0.009000000000000001,0.009000000000000001,0.081,0.009000000000000001,0.021,0.24100000000000002,0.001,0.002,0.003,0.723,0.0006,0.12,0.107,0.843,0.008,0.012,0.08,0.01,0.017,0.326,0.003,0.038,4.113897089835528,58.5,0.4,10.6,0.16,2.5,22.70491353859137,,52.2,0.5,4.2,0.07,2.8,
116,1,0,0,1,0,7.0,47.2,21.9,47.2,2.4256145,0.36915,0.11769215213326534,0.247002,0.083922,0.0405269,1611.0,1598.0,10.7014867,12890.4109589,111.2,13.796,0.057999999999999996,0.05,0.40299999999999997,0.085,0.02,0.050926,0.024,0.386,0.20803892578616365,4705.0,0.001,0.439,0.081,0.111,0.614,0.006999999999999999,0.013000000000000001,0.073,0.005,0.02,0.228,0.001,0.001,0.002,0.721,0.0012,0.08199999999999999,0.11,0.8320000000000001,0.006,0.013000000000000001,0.07200000000000001,0.006,0.013000000000000001,0.295,0.002,0.038,4.113897089835528,48.5,0.6,14.2,0.22,2.2,22.70491353859137,,54.6,0.7,14.5,0.28,2.1,
117,1,0,0,1,0,19.0,43.7,20.1666667,43.7,3.3878702000000005,0.40695,0.11769215213326534,0.213047,0.099064,0.0414477,1585.0,1604.0,11.784212599999998,13305.1239669,115.0,17.002,0.1321788260167713,0.05,0.451,0.028999999999999998,0.02,0.052083000000000004,0.062,0.332,0.20803892578616365,4472.0,0.002,0.39899999999999997,0.111,0.11199999999999999,0.654,0.008,0.008,0.07200000000000001,0.008,0.019,0.226,0.001,0.002,0.003,0.718,0.0002,0.113,0.11199999999999999,0.8370000000000001,0.006999999999999999,0.011000000000000001,0.071,0.009000000000000001,0.013999999999999999,0.317,0.002,0.035,4.113897089835528,54.4,0.5,13.9,0.25,2.4,22.70491353859137,,57.2,0.6,8.0,0.18,2.2,
118,1,0,0,1,0,15.0,47.5166667,17.8833333,47.5166667,3.1716759999999997,0.44476000000000004,0.11769215213326534,0.15314049999999998,0.089576,0.042369199999999996,1606.0,1601.0,11.0092573,13386.7660764,114.9,17.046,0.1321788260167713,0.05,0.5,0.055,0.02,0.053241,0.073,0.23800000000000002,0.20803892578616365,3990.0,0.002,0.4,0.107,0.11599999999999999,0.7040000000000001,0.008,0.009000000000000001,0.07,0.011000000000000001,0.02,0.24100000000000002,0.001,0.002,0.003,0.723,0.0002,0.10800000000000001,0.114,0.8370000000000001,0.006999999999999999,0.011000000000000001,0.069,0.012,0.013000000000000001,0.325,0.002,0.036000000000000004,4.113897089835528,55.6,0.4,11.2,0.12,2.6,22.70491353859137,,57.0,1.0,7.0,0.11,2.4,
119,1,0,0,1,0,4.0,44.2333333,24.3833333,44.2333333,3.4367381,0.33575,0.11769215213326534,0.21560300000000002,0.099772,0.041620300000000006,1546.0,1606.0,12.1170221,13794.668489399999,113.4,17.361,0.1321788260167713,0.05,0.363,0.026000000000000002,0.02,0.0523,0.062,0.336,0.20803892578616365,5606.0,0.002,0.47600000000000003,0.113,0.111,0.638,0.008,0.009000000000000001,0.08,0.009000000000000001,0.022000000000000002,0.228,0.001,0.002,0.003,0.7120000000000001,0.0002,0.11599999999999999,0.11199999999999999,0.828,0.006999999999999999,0.012,0.079,0.009000000000000001,0.015,0.322,0.002,0.035,4.113897089835528,57.0,0.7,15.9,0.2,2.6,22.70491353859137,,58.1,0.6,11.8,0.22,2.2,
120,0,1,0,0,1,5.0,44.85,21.75,44.85,3.0418687,0.42926000000000003,0.098208,0.112548,0.120321,0.0415344,1616.0,1627.0,12.9004552,13591.7241379,113.2,18.892,0.14800000000000002,0.05,0.46399999999999997,0.033,0.02,0.052191999999999995,0.138,0.17300000000000001,0.17600000000000002,4927.0,0.002,0.451,0.335,0.09,0.703,0.006999999999999999,0.01,0.07,0.011000000000000001,0.017,0.457,0.002,0.003,0.004,0.748,0.0006,0.418,0.091,0.802,0.006,0.011000000000000001,0.071,0.011000000000000001,0.01,0.557,0.003,0.037000000000000005,4.113897089835528,57.1,0.6,15.7,0.13,2.5,22.70491353859137,,56.9,0.5,9.6,0.11,2.5,
121,0,1,0,0,1,5.0,48.6833333,22.65,48.6833333,3.7667044,0.38437,0.090396,0.1131445,0.090125,0.041361699999999994,1583.0,1606.0,10.5047022,13729.8013245,112.3,16.755,0.079,0.05,0.41,0.035,0.02,0.051975,0.091,0.175,0.162,5183.0,0.002,0.48100000000000004,0.341,0.102,0.6859999999999999,0.008,0.01,0.075,0.009000000000000001,0.019,0.478,0.002,0.003,0.003,0.772,0.0005,0.414,0.098,0.7809999999999999,0.006,0.011000000000000001,0.07400000000000001,0.009000000000000001,0.016,0.557,0.003,0.037000000000000005,4.113897089835528,58.4,0.6,12.9,0.08,2.6,22.70491353859137,,57.6,0.5,12.2,0.13,2.7,
122,0,1,0,0,1,15.0,50.716666700000005,23.6333333,50.716666700000005,3.5705911,0.44232,0.11606400000000001,0.2363245,0.17463199999999998,0.0430886,1581.0,1597.0,12.029326699999999,14196.897038100002,114.3,20.099,0.324,0.05,0.47200000000000003,0.035,0.02,0.054145000000000006,0.16899999999999998,0.366,0.20800000000000002,5592.0,0.001,0.43700000000000006,0.32299999999999995,0.107,0.5870000000000001,0.008,0.009000000000000001,0.071,0.006,0.032,0.42,0.001,0.002,0.004,0.762,0.001,0.42,0.107,0.795,0.006999999999999999,0.012,0.071,0.006999999999999999,0.018000000000000002,0.557,0.003,0.039,4.113897089835528,49.5,0.8,16.5,0.43,2.0,22.70491353859137,,56.7,0.5,9.6,0.18,2.2,
123,0,1,0,0,1,20.0,46.716666700000005,26.0,46.716666700000005,3.6282660000000004,0.49625,0.104904,0.1829115,0.11461800000000001,0.042973199999999996,1569.0,1600.0,5.5468833,12821.5384615,116.7,8.157,0.1321788260167713,0.17,0.439,0.054999999999999986,0.02,0.054000000000000006,0.099,0.284,0.188,5556.0,0.002,0.408,0.335,0.106,0.6459999999999999,0.008,0.009000000000000001,0.076,0.01,0.026000000000000002,0.469,0.002,0.003,0.004,0.765,0.0002,0.418,0.105,0.7979999999999999,0.006999999999999999,0.011000000000000001,0.076,0.01,0.022000000000000002,0.5770000000000001,0.004,0.039,4.113897089835528,52.9,1.2,8.6,0.13,2.6,22.70491353859137,,56.8,0.6,8.6,0.18,2.1,
124,0,1,0,0,1,21.0,46.5166667,22.7,46.5166667,2.6361242999999996,0.37877,0.109368,0.12705650000000002,0.115942,0.0421965,1558.0,1608.0,10.849659599999999,13482.8193833,113.8,16.823,0.179,0.05,0.39899999999999997,0.102,0.02,0.053024,0.125,0.196,0.196,5101.0,0.002,0.479,0.32299999999999995,0.111,0.674,0.006999999999999999,0.011000000000000001,0.073,0.008,0.022000000000000002,0.466,0.002,0.002,0.003,0.76,0.0002,0.41600000000000004,0.113,0.79,0.006,0.012,0.073,0.009000000000000001,0.013000000000000001,0.56,0.003,0.04,4.113897089835528,53.1,0.6,14.1,0.25,2.1,22.70491353859137,,58.3,0.7,8.2,0.18,2.2,
125,0,1,0,0,1,23.0,45.3333333,24.3333333,45.3333333,2.6120967999999998,0.43007,0.095976,0.174503,0.107767,0.043491300000000004,1562.0,1595.0,14.5675514,13228.7671233,117.5,21.649,0.052000000000000005,0.05,0.46299999999999997,0.059000000000000004,0.02,0.054651,0.092,0.271,0.172,5365.0,0.002,0.429,0.337,0.096,0.652,0.006999999999999999,0.01,0.068,0.006,0.019,0.474,0.002,0.003,0.004,0.759,0.0004,0.41200000000000003,0.099,0.7879999999999999,0.006,0.011000000000000001,0.07,0.008,0.013000000000000001,0.563,0.003,0.039,4.113897089835528,53.4,1.1,16.3,0.25,2.4,22.70491353859137,,56.8,0.4,8.9,0.07,2.2,
126,0,1,0,0,1,28.0,40.8333333,21.783333300000002,40.8333333,2.0,0.37562,0.097092,0.1369045,0.073451,0.041735699999999994,1557.0,1592.0,9.252572800000001,13375.3634277,112.1,12.437000000000001,0.1321788260167713,0.05,0.397,0.049,0.02,0.052445000000000006,0.055,0.213,0.174,4856.0,0.002,0.465,0.33399999999999996,0.114,0.6779999999999999,0.006999999999999999,0.009000000000000001,0.069,0.006999999999999999,0.021,0.5,0.002,0.002,0.003,0.762,0.0001,0.41600000000000004,0.113,0.7959999999999999,0.006999999999999999,0.012,0.07,0.008,0.016,0.57,0.004,0.039,4.113897089835528,53.0,0.5,14.9,0.13,2.4,22.70491353859137,,49.7,0.4,6.5,0.06,2.4,
127,0,1,0,0,1,26.0,45.8833333,22.55,45.8833333,2.0,0.39676,0.075888,0.113972,0.09875199999999999,0.0413904,1575.0,1575.0,9.4321831,13559.201773800001,114.4,14.425999999999998,0.052000000000000005,0.05,0.428,0.069,0.02,0.052011,0.10400000000000001,0.17600000000000002,0.136,5096.0,0.002,0.424,0.353,0.095,0.688,0.011000000000000001,0.01,0.091,0.008,0.02,0.473,0.002,0.002,0.003,0.772,0.0001,0.419,0.099,0.792,0.011000000000000001,0.01,0.094,0.009000000000000001,0.016,0.561,0.003,0.039,4.113897089835528,52.5,0.7,13.8,0.27,2.3,22.70491353859137,,55.0,0.7,10.1,0.08,2.3,
128,0,1,0,0,1,29.0,46.533333299999995,20.783333300000002,46.533333299999995,3.0465444,0.42749,0.104904,0.1518625,0.08922200000000001,0.042081099999999996,1577.0,1587.0,6.9819614,12924.7794707,113.5,10.343,0.1321788260167713,0.05,0.45899999999999996,0.047,0.02,0.052878999999999995,0.073,0.23600000000000002,0.188,4477.0,0.002,0.442,0.325,0.10800000000000001,0.6679999999999999,0.006999999999999999,0.009000000000000001,0.073,0.006999999999999999,0.023,0.51,0.002,0.002,0.003,0.754,0.0001,0.413,0.10800000000000001,0.78,0.006,0.011000000000000001,0.073,0.006999999999999999,0.019,0.546,0.003,0.039,4.113897089835528,47.7,0.5,11.8,0.14,2.4,22.70491353859137,,58.2,0.8,9.3,0.1,2.3,
129,0,1,0,0,1,31.0,44.033333299999995,20.85,44.033333299999995,2.4962575,0.42596000000000006,0.10602,0.1499155,0.11581400000000001,0.0430313,1573.0,1590.0,11.175576199999998,12943.8848921,115.0,15.354000000000001,0.11699999999999999,0.05,0.457,0.038,0.02,0.054073,0.115,0.23199999999999998,0.19,4498.0,0.002,0.44,0.324,0.106,0.645,0.01,0.01,0.091,0.006999999999999999,0.021,0.46299999999999997,0.002,0.002,0.003,0.769,0.0003,0.41200000000000003,0.106,0.782,0.011000000000000001,0.011000000000000001,0.096,0.008,0.017,0.551,0.003,0.040999999999999995,4.113897089835528,48.1,0.5,14.3,0.27,2.3,22.70491353859137,,55.1,0.7,10.4,0.19,2.1,
130,0,1,0,0,1,33.0,40.0166667,18.3333333,40.0166667,2.5659341,0.430025,0.10880999999999999,0.162971,0.131704,0.0428873,1578.0,1598.0,10.2879633,13212.0,115.8,13.722999999999999,0.1321788260167713,0.05,0.461,0.038,0.02,0.053891999999999995,0.134,0.252,0.195,4037.0,0.002,0.44799999999999995,0.324,0.106,0.655,0.006999999999999999,0.013999999999999999,0.07400000000000001,0.006999999999999999,0.021,0.462,0.002,0.002,0.003,0.7340000000000001,0.0004,0.41200000000000003,0.106,0.787,0.006,0.016,0.075,0.008,0.016,0.56,0.003,0.038,4.113897089835528,55.6,1.2,20.0,0.31,2.5,22.70491353859137,,56.6,0.5,12.4,0.09,2.2,
131,0,1,0,0,1,26.0,42.033333299999995,20.2,42.033333299999995,2.692381,0.44726499999999997,0.10880999999999999,0.196025,0.133108,0.042973199999999996,1568.0,1593.0,6.4071731,13140.5940594,114.5,8.833,0.1321788260167713,0.05,0.48100000000000004,0.05472961086294361,0.02,0.054000000000000006,0.122,0.304,0.195,4424.0,0.002,0.414,0.32299999999999995,0.10300000000000001,0.621,0.013999999999999999,0.015,0.092,0.006,0.021,0.452,0.002,0.002,0.003,0.7809999999999999,0.0001,0.413,0.10300000000000001,0.782,0.013000000000000001,0.018000000000000002,0.092,0.006999999999999999,0.018000000000000002,0.5760000000000001,0.003,0.04,4.113897089835528,43.6,0.3,11.4,0.21,2.1,22.70491353859137,,57.6,0.4,7.6,0.09,2.1,
132,0,1,0,0,1,29.0,41.1833333,21.6333333,41.1833333,2.0,0.385155,0.093186,0.12467550000000001,0.094611,0.042455099999999996,1560.0,1591.0,8.152084200000001,13307.2419106,114.8,11.190999999999999,0.1321788260167713,0.05,0.41,0.07400000000000001,0.02,0.053349,0.09300000000000001,0.193,0.16699999999999998,4798.0,0.002,0.452,0.337,0.11599999999999999,0.6759999999999999,0.006999999999999999,0.013000000000000001,0.077,0.008,0.022000000000000002,0.469,0.002,0.002,0.003,0.755,0.0001,0.415,0.115,0.785,0.006,0.013000000000000001,0.077,0.008,0.013999999999999999,0.5579999999999999,0.003,0.039,4.113897089835528,57.7,0.9,13.7,0.26,2.6,22.70491353859137,,48.7,0.9,4.6,0.08,2.4,
133,0,1,0,0,1,32.0,40.2,22.216666699999998,40.2,2.0,0.420645,0.083142,0.11679,0.082737,0.0423111,1556.0,1577.0,6.6955224,13117.1792948,114.0,8.972000000000001,0.1321788260167713,0.05,0.456,0.061,0.02,0.05316799999999999,0.078,0.18100000000000002,0.149,4857.0,0.002,0.41,0.345,0.109,0.685,0.013000000000000001,0.012,0.09699999999999999,0.006999999999999999,0.022000000000000002,0.47200000000000003,0.002,0.002,0.004,0.76,0.0003,0.418,0.111,0.792,0.012,0.013000000000000001,0.098,0.008,0.016,0.557,0.003,0.039,4.113897089835528,56.1,0.4,11.4,0.14,2.6,22.70491353859137,,53.0,0.7,8.3,0.18,2.1,
134,0,1,0,0,1,31.0,42.3666667,20.35,42.3666667,2.5900043999999998,0.436795,0.08091,0.100727,0.102835,0.0428873,1564.0,1587.0,7.1311039,12881.5724816,115.8,9.833,0.1321788260167713,0.05,0.47700000000000004,0.071,0.02,0.053891999999999995,0.11599999999999999,0.155,0.145,4369.0,0.002,0.43200000000000005,0.349,0.11,0.6970000000000001,0.008,0.013000000000000001,0.08,0.009000000000000001,0.021,0.45899999999999996,0.002,0.003,0.003,0.765,0.0007,0.413,0.11,0.78,0.008,0.013999999999999999,0.08,0.01,0.016,0.563,0.003,0.039,4.113897089835528,59.1,0.4,12.5,0.11,2.5,22.70491353859137,,57.7,0.9,5.8,0.07,2.5,
135,0,1,0,0,1,27.0,43.35,22.4833333,42.85,2.6094975,0.45269,0.098208,0.162332,0.131527,0.0428873,1553.0,1579.0,8.839673300000001,13097.7020015,115.9,12.626,0.1321788260167713,0.05,0.491,0.07,0.02,0.053891999999999995,0.134,0.251,0.17600000000000002,4908.0,0.001,0.424,0.33399999999999996,0.11800000000000001,0.6579999999999999,0.012,0.012,0.086,0.006999999999999999,0.023,0.45,0.001,0.002,0.003,0.78,0.0001,0.41700000000000004,0.11699999999999999,0.8059999999999999,0.011000000000000001,0.015,0.086,0.008,0.017,0.586,0.003,0.039,4.113897089835528,50.5,0.5,10.8,0.22,2.3,22.70491353859137,,54.6,0.7,8.8,0.09,2.3,
136,0,1,0,0,1,30.0,46.5166667,19.4833333,46.5166667,2.6853043,0.45373,0.08593200000000001,0.12559,0.10713800000000001,0.0420525,1576.0,1585.0,7.2788321,13503.849444,113.9,7.202000000000001,0.1321788260167713,0.05,0.496,0.069,0.02,0.052842999999999994,0.11199999999999999,0.19399999999999998,0.154,4385.0,0.002,0.392,0.344,0.109,0.674,0.008,0.013000000000000001,0.07400000000000001,0.009000000000000001,0.025,0.462,0.002,0.002,0.003,0.733,0.00031917001769339907,0.419,0.109,0.795,0.006999999999999999,0.013999999999999999,0.07400000000000001,0.011000000000000001,0.021,0.57,0.003,0.04,4.113897089835528,53.4,0.9,13.0,0.17,2.3,22.70491353859137,,56.3,1.0,6.7,0.1,2.4,
137,0,1,0,0,1,29.0,48.5,20.0,48.5,2.7126623,0.42758999999999997,0.11494800000000001,0.184871,0.145522,0.0440961,1503.0,1585.0,12.639587599999999,14451.0,115.9,20.434,0.153,0.05,0.456,0.048,0.02,0.055411,0.146,0.28600000000000003,0.20600000000000002,4817.0,0.001,0.45899999999999996,0.32299999999999995,0.13,0.622,0.009000000000000001,0.013000000000000001,0.079,0.006999999999999999,0.02,0.44,0.001,0.002,0.003,0.77,0.0001,0.418,0.131,0.784,0.009000000000000001,0.013000000000000001,0.078,0.008,0.015,0.5489999999999999,0.003,0.04,4.113897089835528,45.5,0.6,10.4,0.24,2.2,22.70491353859137,,55.5,0.8,10.7,0.19,2.1,
138,0,1,0,0,1,35.0,42.8833333,18.55,42.8833333,2.0,0.42673,0.120528,0.20844050000000003,0.177244,0.04164980000000001,1569.0,1581.0,10.515973599999999,14338.5444744,115.3,15.032,0.174,0.05,0.45299999999999996,0.036000000000000004,0.02,0.052337,0.185,0.322,0.21600000000000003,4433.0,0.001,0.45299999999999996,0.32,0.113,0.612,0.009000000000000001,0.013999999999999999,0.075,0.008,0.022000000000000002,0.415,0.001,0.002,0.003,0.782,0.0005,0.42,0.11199999999999999,0.7959999999999999,0.008,0.015,0.075,0.009000000000000001,0.018000000000000002,0.5770000000000001,0.003,0.039,4.113897089835528,50.1,1.1,13.4,0.58,1.9,22.70491353859137,,52.9,0.6,13.2,0.13,2.0,
139,0,1,0,0,1,38.0,44.533333299999995,21.033333300000002,44.533333299999995,3.5248918,0.407525,0.083142,0.112026,0.09692100000000001,0.040815,1550.0,1594.0,10.9441617,13441.5213946,115.6,16.246,0.059000000000000004,0.05,0.44,0.048,0.02,0.051288,0.102,0.17300000000000001,0.149,4712.0,0.002,0.475,0.348,0.09699999999999999,0.6859999999999999,0.006999999999999999,0.012,0.07,0.01,0.023,0.46299999999999997,0.002,0.002,0.003,0.765,0.0002,0.419,0.09699999999999999,0.789,0.006,0.013000000000000001,0.07,0.011000000000000001,0.017,0.556,0.003,0.038,4.113897089835528,54.4,0.9,15.4,0.25,2.4,22.70491353859137,,57.9,0.9,6.5,0.1,2.5,
140,0,1,0,0,1,43.0,48.7,28.066666700000003,48.7,2.6969697,0.479125,0.109926,0.1958645,0.154381,0.0414477,1565.0,1640.0,8.016221799999999,14545.368171,115.3,13.013,0.154,0.395,0.222,0.063,0.02,0.052083000000000004,0.155,0.303,0.19699999999999998,6804.0,0.002,0.402,0.327,0.106,0.625,0.008,0.013000000000000001,0.07,0.006999999999999999,0.022000000000000002,0.439,0.002,0.002,0.004,0.779,0.0013,0.418,0.105,0.794,0.006999999999999999,0.013999999999999999,0.07,0.009000000000000001,0.017,0.565,0.003,0.039,4.113897089835528,54.1,0.5,11.0,0.12,2.2,22.70491353859137,,54.7,0.9,10.4,0.17,2.3,
141,0,1,0,0,1,37.0,54.7,35.7,54.7,3.4159483,0.462495,0.077562,0.1319075,0.10565799999999999,0.0400661,1506.0,1600.0,5.4156331,13910.9243697,112.7,9.873,0.07400000000000001,0.638,0.42016204219121506,0.064,0.02,0.050347,0.107,0.204,0.139,8277.0,0.002,0.423,0.35600000000000004,0.105,0.68,0.01,0.011000000000000001,0.08199999999999999,0.009000000000000001,0.023,0.46799999999999997,0.002,0.002,0.003,0.754,0.0002,0.42,0.10300000000000001,0.79,0.009000000000000001,0.012,0.081,0.01,0.019,0.565,0.004,0.038,4.113897089835528,47.6,0.9,12.7,0.45,2.3,22.70491353859137,,59.1,1.0,5.3,0.14,2.3,
142,0,1,0,0,1,49.0,43.0166667,23.6166667,41.1833333,3.65625,0.45113500000000006,0.073098,0.10567850000000001,0.125524,0.0403829,1537.0,1597.0,10.997923,14250.1058574,115.1,15.003,0.059000000000000004,0.05,0.496,0.049,0.02,0.050745,0.149,0.162,0.131,5609.0,0.002,0.43200000000000005,0.35700000000000004,0.098,0.696,0.008,0.009000000000000001,0.07400000000000001,0.012,0.02,0.462,0.002,0.003,0.003,0.757,0.0003,0.418,0.09699999999999999,0.789,0.006999999999999999,0.012,0.07400000000000001,0.013000000000000001,0.016,0.569,0.003,0.038,4.113897089835528,57.5,0.6,13.5,0.23,2.5,22.70491353859137,,49.6,0.5,6.9,0.11,2.5,
143,0,1,0,0,1,43.0,44.55,27.383333299999997,44.55,2.7076412,0.46748999999999996,0.07812000000000001,0.111603,0.10468399999999999,0.041822500000000006,1534.0,1595.0,9.624915800000002,13738.2836275,116.7,14.293,0.1321788260167713,0.05,0.515,0.07,0.02,0.052554,0.114,0.172,0.14,6270.0,0.002,0.405,0.35200000000000004,0.1,0.6829999999999999,0.006999999999999999,0.01,0.07400000000000001,0.01,0.02,0.45,0.002,0.002,0.003,0.753,0.0005,0.42,0.099,0.785,0.006,0.012,0.07400000000000001,0.012,0.017,0.561,0.004,0.039,4.113897089835528,57.6,0.5,10.5,0.18,2.2,22.70491353859137,,58.5,0.7,5.3,0.09,2.5,
144,0,1,0,0,1,41.0,40.2,15.05,40.2,3.0,0.4871,0.121644,0.16493,0.15237799999999999,0.041217699999999996,1579.0,1582.0,11.7671642,14061.1295681,115.4,15.767999999999999,0.1321788260167713,0.05,0.529,0.038,0.02,0.05179400000000001,0.16399999999999998,0.254,0.218,3527.0,0.002,0.4,0.316,0.096,0.637,0.006999999999999999,0.011000000000000001,0.065,0.008,0.018000000000000002,0.429,0.001,0.002,0.003,0.77,0.0002,0.41600000000000004,0.09699999999999999,0.7829999999999999,0.006,0.013000000000000001,0.066,0.009000000000000001,0.015,0.561,0.003,0.038,4.113897089835528,53.2,0.8,13.7,0.41,2.2,22.70491353859137,,52.4,0.4,12.7,0.16,2.1,
145,0,1,0,0,1,37.0,42.0666667,20.4833333,42.0666667,3.0,0.41940500000000003,0.10323,0.152294,0.15473299999999998,0.041620300000000006,1562.0,1588.0,7.916006299999999,13307.4043938,115.9,11.1,0.059000000000000004,0.57,0.42016204219121506,0.048,0.02,0.0523,0.17300000000000001,0.23399999999999999,0.185,4543.0,0.002,0.401,0.33399999999999996,0.10099999999999999,0.667,0.008,0.011000000000000001,0.077,0.008,0.02,0.441,0.002,0.002,0.003,0.769,0.0006,0.41700000000000004,0.099,0.7929999999999999,0.006999999999999999,0.012,0.077,0.01,0.017,0.5660000000000001,0.004,0.038,4.113897089835528,56.8,0.2,13.0,0.16,2.2,22.70491353859137,,49.6,0.4,6.5,0.09,2.4,
146,0,1,0,0,1,32.0,43.8666667,12.816666699999999,43.8666667,3.0315421000000002,0.501045,0.128898,0.16116,0.153936,0.0407282,1608.0,1581.0,8.5322673,14011.443433000002,114.1,12.45,0.1321788260167713,0.05,0.545,0.049,0.02,0.051179,0.168,0.248,0.231,2993.0,0.002,0.396,0.309,0.095,0.665,0.006,0.011000000000000001,0.062,0.009000000000000001,0.02,0.43799999999999994,0.002,0.002,0.003,0.768,0.0002,0.418,0.096,0.799,0.005,0.013000000000000001,0.063,0.011000000000000001,0.017,0.58,0.003,0.038,4.113897089835528,50.9,0.6,10.9,0.11,2.2,22.70491353859137,,55.3,0.3,9.9,0.09,2.0,
147,0,1,0,0,1,32.0,44.3333333,19.6,44.3333333,2.7868339,0.47855,0.12834,0.144243,0.162912,0.0406129,1577.0,1585.0,12.0322556,13891.8367347,115.3,17.781,0.115,0.05,0.518,0.037000000000000005,0.02,0.051033999999999996,0.18899999999999997,0.221,0.23,4538.0,0.002,0.395,0.31,0.10800000000000001,0.6579999999999999,0.006999999999999999,0.012,0.073,0.009000000000000001,0.021,0.426,0.001,0.002,0.003,0.775,0.0002,0.41600000000000004,0.10800000000000001,0.784,0.006,0.013000000000000001,0.07200000000000001,0.01,0.017,0.56,0.003,0.038,4.113897089835528,50.5,0.7,14.7,0.4,2.0,22.70491353859137,,54.4,0.4,10.1,0.1,2.0,
148,0,1,0,0,1,33.0,43.5666667,19.05,43.5666667,2.8448276000000003,0.50544,0.129456,0.170571,0.201432,0.0402969,1571.0,1588.0,9.683091000000001,14217.322834600001,115.5,14.062000000000001,0.17600000000000002,0.05,0.55,0.035,0.02,0.050637,0.237,0.261,0.23199999999999998,4514.0,0.002,0.369,0.309,0.077,0.642,0.005,0.01,0.059000000000000004,0.008,0.02,0.406,0.002,0.003,0.003,0.785,0.0004,0.41700000000000004,0.077,0.795,0.005,0.013000000000000001,0.059000000000000004,0.01,0.016,0.5710000000000001,0.003,0.038,4.113897089835528,49.6,1.8,9.8,0.99,2.0,22.70491353859137,,53.6,0.7,11.3,0.2,2.0,
