,МАРКА,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,isna_SiO2,isna_Al2O3
119,другие,4.0,44.2333333,24.3833333,44.2333333,0.33575,0.11773800000000001,0.21560300000000002,0.099772,0.041620300000000006,1546.0,1606.0,12.1170221,13794.668489399999,113.4,1.0,17.361,0.128,0.05,0.363,0.026000000000000002,0.02,0.0523,0.062,0.336,0.20600000000000002,5606.0,0.002,0.47600000000000003,0.113,0.111,0.638,0.008,0.009000000000000001,0.08,0.009000000000000001,0.022000000000000002,0.228,0.001,0.002,0.003,0.7120000000000001,0.0002,0.11599999999999999,0.11199999999999999,0.828,0.006999999999999999,0.012,0.079,0.009000000000000001,0.015,0.322,0.002,0.035,4.057790305273949,57.0,0.7,15.9,0.2,2.6,22.824636447486867,4.12340969064499,58.1,0.6,11.8,0.22,2.2,26.457279116720564,True,True
120,Э76ХФ,5.0,44.85,21.75,44.85,0.42926000000000003,0.098208,0.112548,0.120321,0.0415344,1616.0,1627.0,12.9004552,13591.7241379,113.2,1.0,18.892,0.14800000000000002,0.05,0.46399999999999997,0.033,0.02,0.052191999999999995,0.138,0.17300000000000001,0.17600000000000002,4927.0,0.002,0.451,0.335,0.09,0.703,0.006999999999999999,0.01,0.07,0.011000000000000001,0.017,0.457,0.002,0.003,0.004,0.748,0.0006,0.418,0.091,0.802,0.006,0.011000000000000001,0.071,0.011000000000000001,0.01,0.557,0.003,0.037000000000000005,4.813060484086985,57.1,0.6,15.7,0.13,2.5,23.060421694629788,4.962695008935445,56.9,0.5,9.6,0.11,2.5,22.879079334479027,True,True
121,Э76ХФ,5.0,48.6833333,22.65,48.6833333,0.38437,0.090396,0.1131445,0.090125,0.041361699999999994,1583.0,1606.0,10.5047022,13729.8013245,112.3,1.0,16.755,0.07899999999999999,0.05,0.41,0.035,0.02,0.051975,0.091,0.175,0.162,5183.0,0.002,0.48100000000000004,0.341,0.102,0.6859999999999999,0.008,0.01,0.075,0.009000000000000001,0.019,0.478,0.002,0.003,0.003,0.772,0.0005,0.414,0.098,0.7809999999999999,0.006,0.011000000000000001,0.07400000000000001,0.009000000000000001,0.016,0.557,0.003,0.037000000000000005,4.225449701780001,58.4,0.6,12.9,0.08,2.6,22.350482324044282,5.107226970450587,57.6,0.5,12.2,0.13,2.7,21.280523716355436,True,True
122,Э76ХФ,15.0,50.716666700000005,23.6333333,50.716666700000005,0.44232,0.11606400000000001,0.2363245,0.17463199999999998,0.0430886,1581.0,1597.0,12.029326699999999,14196.897038100002,114.3,1.0,20.099,0.324,0.05,0.47200000000000003,0.035,0.02,0.054145000000000006,0.16899999999999998,0.366,0.20800000000000002,5592.0,0.001,0.43700000000000006,0.32299999999999995,0.107,0.5870000000000001,0.008,0.009000000000000001,0.071,0.006,0.032,0.42,0.001,0.002,0.004,0.762,0.001,0.42,0.107,0.795,0.006999999999999999,0.012,0.071,0.006999999999999999,0.018000000000000002,0.557,0.003,0.039,4.430581728205485,49.5,0.8,16.5,0.43,2.0,25.076168243473617,4.210218196770902,56.7,0.5,9.6,0.18,2.2,26.06664061046962,True,True
123,Э76ХФ,20.0,46.716666700000005,26.0,46.716666700000005,0.49625,0.104904,0.1829115,0.11461800000000001,0.042973199999999996,1569.0,1600.0,5.5468833,12821.5384615,116.7,1.0,8.157,0.116,0.17,0.439,0.054999999999999986,0.02,0.054000000000000006,0.099,0.284,0.188,5556.0,0.002,0.408,0.335,0.106,0.6459999999999999,0.008,0.009000000000000001,0.076,0.01,0.026000000000000002,0.469,0.002,0.003,0.004,0.765,0.0002,0.418,0.105,0.7979999999999999,0.006999999999999999,0.011000000000000001,0.076,0.01,0.022000000000000002,0.5770000000000001,0.004,0.039,4.845694795183156,52.9,1.2,8.6,0.13,2.6,20.600964380155176,4.69062409355548,56.8,0.6,8.6,0.18,2.1,26.941364836810017,True,True
124,Э76ХФ,21.0,46.5166667,22.7,46.5166667,0.37877,0.109368,0.12705650000000002,0.115942,0.0421965,1558.0,1608.0,10.849659599999999,13482.8193833,113.8,1.0,16.823,0.179,0.05,0.39899999999999997,0.102,0.02,0.053024,0.125,0.196,0.196,5101.0,0.002,0.479,0.32299999999999995,0.111,0.674,0.006999999999999999,0.011000000000000001,0.073,0.008,0.022000000000000002,0.466,0.002,0.002,0.003,0.76,0.0002,0.41600000000000004,0.113,0.79,0.006,0.012,0.073,0.009000000000000001,0.013000000000000001,0.56,0.003,0.04,4.033639639528326,53.1,0.6,14.1,0.25,2.1,24.700181875815993,4.099263894341232,58.3,0.7,8.2,0.18,2.2,26.47500521272414,True,True
125,Э76ХФ,23.0,45.3333333,24.3333333,45.3333333,0.43007,0.095976,0.174503,0.107767,0.043491300000000004,1562.0,1595.0,14.5675514,13228.7671233,117.5,1.0,21.649,0.052,0.05,0.46299999999999997,0.059000000000000004,0.02,0.054651,0.092,0.271,0.172,5365.0,0.002,0.429,0.337,0.096,0.652,0.006999999999999999,0.01,0.068,0.006,0.019,0.474,0.002,0.003,0.004,0.759,0.0004,0.41200000000000003,0.099,0.7879999999999999,0.006,0.011000000000000001,0.07,0.008,0.013000000000000001,0.563,0.003,0.039,4.5379518299059605,53.4,1.1,16.3,0.25,2.4,22.351784173705692,4.656641793211588,56.8,0.4,8.9,0.07,2.2,25.76394826937408,True,True
126,Э76ХФ,28.0,40.8333333,21.783333300000002,40.8333333,0.37562,0.097092,0.1369045,0.073451,0.041735699999999994,1557.0,1592.0,9.252572800000001,13375.3634277,112.1,1.0,12.437000000000001,0.116,0.05,0.397,0.049,0.02,0.052445000000000006,0.055,0.213,0.174,4856.0,0.002,0.465,0.33399999999999996,0.114,0.6779999999999999,0.006999999999999999,0.009000000000000001,0.069,0.006999999999999999,0.021,0.5,0.002,0.002,0.003,0.762,0.0001,0.41600000000000004,0.113,0.7959999999999999,0.006999999999999999,0.012,0.07,0.008,0.016,0.57,0.004,0.039,4.705403887919866,53.0,0.5,14.9,0.13,2.4,22.20141079692373,5.015756047720278,49.7,0.4,6.5,0.06,2.4,20.88021960068841,True,True
127,Э76ХФ,26.0,45.8833333,22.55,45.8833333,0.39676,0.075888,0.113972,0.09875199999999999,0.0413904,1575.0,1575.0,9.4321831,13559.201773800001,114.4,1.0,14.425999999999998,0.052,0.05,0.428,0.069,0.02,0.052011,0.10400000000000001,0.17600000000000002,0.136,5096.0,0.002,0.424,0.353,0.095,0.688,0.011000000000000001,0.01,0.091,0.008,0.02,0.473,0.002,0.002,0.003,0.772,0.0001,0.419,0.099,0.792,0.011000000000000001,0.01,0.094,0.009000000000000001,0.016,0.561,0.003,0.039,3.942871836677803,52.5,0.7,13.8,0.27,2.3,22.541827117609266,4.695349359355462,55.0,0.7,10.1,0.08,2.3,24.091090338469506,True,True
128,Э76ХФ,29.0,46.533333299999995,20.783333300000002,46.533333299999995,0.42749,0.104904,0.1518625,0.08922200000000001,0.042081099999999996,1577.0,1587.0,6.9819614,12924.7794707,113.5,1.0,10.343,0.116,0.05,0.45899999999999996,0.047,0.02,0.052878999999999995,0.073,0.23600000000000002,0.188,4477.0,0.002,0.442,0.325,0.10800000000000001,0.6679999999999999,0.006999999999999999,0.009000000000000001,0.073,0.006999999999999999,0.023,0.51,0.002,0.002,0.003,0.754,0.0001,0.413,0.10800000000000001,0.78,0.006,0.011000000000000001,0.073,0.006999999999999999,0.019,0.546,0.003,0.039,4.565757826568028,47.7,0.5,11.8,0.14,2.4,19.875003992629424,4.775495754504887,58.2,0.8,9.3,0.1,2.3,25.35787863475857,True,True
129,Э76ХФ,31.0,44.033333299999995,20.85,44.033333299999995,0.42596000000000006,0.10602,0.1499155,0.11581400000000001,0.0430313,1573.0,1590.0,11.175576199999998,12943.8848921,115.0,1.0,15.354000000000001,0.11699999999999999,0.05,0.457,0.038,0.02,0.054073,0.115,0.23199999999999998,0.19,4498.0,0.002,0.44,0.324,0.106,0.645,0.01,0.01,0.091,0.006999999999999999,0.021,0.46299999999999997,0.002,0.002,0.003,0.769,0.0003,0.41200000000000003,0.106,0.782,0.011000000000000001,0.011000000000000001,0.096,0.008,0.017,0.551,0.003,0.040999999999999995,4.48359138581644,48.1,0.5,14.3,0.27,2.3,21.29897995834333,4.631746775522335,55.1,0.7,10.4,0.19,2.1,26.183173892286277,True,True
130,Э76ХФ,33.0,40.0166667,18.3333333,40.0166667,0.430025,0.10880999999999999,0.162971,0.131704,0.0428873,1578.0,1598.0,10.2879633,13212.0,115.8,1.0,13.722999999999999,0.116,0.05,0.461,0.038,0.02,0.053891999999999995,0.134,0.252,0.195,4037.0,0.002,0.44799999999999995,0.324,0.106,0.655,0.006999999999999999,0.013999999999999999,0.07400000000000001,0.006999999999999999,0.021,0.462,0.002,0.002,0.003,0.7340000000000001,0.0004,0.41200000000000003,0.106,0.787,0.006,0.016,0.075,0.008,0.016,0.56,0.003,0.038,5.1575195055686285,55.6,1.2,20.0,0.31,2.5,22.905731169354095,4.809531858375574,56.6,0.5,12.4,0.09,2.2,25.588661763071347,True,True
131,Э76ХФ,26.0,42.033333299999995,20.2,42.033333299999995,0.44726499999999997,0.10880999999999999,0.196025,0.133108,0.042973199999999996,1568.0,1593.0,6.4071731,13140.5940594,114.5,1.0,8.833,0.116,0.05,0.48100000000000004,0.0,0.02,0.054000000000000006,0.122,0.304,0.195,4424.0,0.002,0.414,0.32299999999999995,0.10300000000000001,0.621,0.013999999999999999,0.015,0.092,0.006,0.021,0.452,0.002,0.002,0.003,0.7809999999999999,0.0001,0.413,0.10300000000000001,0.782,0.013000000000000001,0.018000000000000002,0.092,0.006999999999999999,0.018000000000000002,0.5760000000000001,0.003,0.04,4.323958638220736,43.6,0.3,11.4,0.21,2.1,20.82929049465906,4.676610177977946,57.6,0.4,7.6,0.09,2.1,27.02377895071254,True,True
132,Э76ХФ,29.0,41.1833333,21.6333333,41.1833333,0.385155,0.093186,0.12467550000000001,0.094611,0.042455099999999996,1560.0,1591.0,8.152084200000001,13307.2419106,114.8,1.0,11.190999999999999,0.116,0.05,0.41,0.07400000000000001,0.02,0.053349,0.09300000000000001,0.193,0.16699999999999998,4798.0,0.002,0.452,0.337,0.11599999999999999,0.6759999999999999,0.006999999999999999,0.013000000000000001,0.077,0.008,0.022000000000000002,0.469,0.002,0.002,0.003,0.755,0.0001,0.415,0.115,0.785,0.006,0.013000000000000001,0.077,0.008,0.013999999999999999,0.5579999999999999,0.003,0.039,4.7574414751456136,57.7,0.9,13.7,0.26,2.6,22.554650408661697,5.179840362097589,48.7,0.9,4.6,0.08,2.4,20.379849009348757,True,True
133,Э76ХФ,32.0,40.2,22.216666699999998,40.2,0.420645,0.083142,0.11679,0.082737,0.0423111,1556.0,1577.0,6.6955224,13117.1792948,114.0,1.0,8.972000000000001,0.116,0.05,0.456,0.061,0.02,0.05316799999999999,0.078,0.18100000000000002,0.149,4857.0,0.002,0.41,0.345,0.109,0.685,0.013000000000000001,0.012,0.09699999999999999,0.006999999999999999,0.022000000000000002,0.47200000000000003,0.002,0.002,0.004,0.76,0.0003,0.418,0.111,0.792,0.012,0.013000000000000001,0.098,0.008,0.016,0.557,0.003,0.039,4.724603909749065,56.1,0.4,11.4,0.14,2.6,21.961770112432145,4.811401817935182,53.0,0.7,8.3,0.18,2.1,25.24508241495556,True,True
134,Э76ХФ,31.0,42.3666667,20.35,42.3666667,0.436795,0.08091,0.100727,0.102835,0.0428873,1564.0,1587.0,7.1311039,12881.5724816,115.8,1.0,9.833,0.116,0.05,0.47700000000000004,0.071,0.02,0.053891999999999995,0.11599999999999999,0.155,0.145,4369.0,0.002,0.43200000000000005,0.349,0.11,0.6970000000000001,0.008,0.013000000000000001,0.08,0.009000000000000001,0.021,0.45899999999999996,0.002,0.003,0.003,0.765,0.0007,0.413,0.11,0.78,0.008,0.013999999999999999,0.08,0.01,0.016,0.563,0.003,0.039,4.85607961679039,59.1,0.4,12.5,0.11,2.5,23.613974883142234,5.462124518061436,57.7,0.9,5.8,0.07,2.5,23.05504993890964,True,True
135,Э76ХФ,27.0,43.35,22.4833333,42.85,0.45269,0.098208,0.162332,0.131527,0.0428873,1553.0,1579.0,8.839673300000001,13097.7020015,115.9,1.0,12.626,0.116,0.05,0.491,0.07,0.02,0.053891999999999995,0.134,0.251,0.17600000000000002,4908.0,0.001,0.424,0.33399999999999996,0.11800000000000001,0.6579999999999999,0.012,0.012,0.086,0.006999999999999999,0.023,0.45,0.001,0.002,0.003,0.78,0.0001,0.41700000000000004,0.11699999999999999,0.8059999999999999,0.011000000000000001,0.015,0.086,0.008,0.017,0.586,0.003,0.039,3.9681297134129334,50.5,0.5,10.8,0.22,2.3,22.200131101565507,4.7992547039411795,54.6,0.7,8.8,0.09,2.3,23.918131368169767,True,True
136,Э76ХФ,30.0,46.5166667,19.4833333,46.5166667,0.45373,0.08593200000000001,0.12559,0.10713800000000001,0.0420525,1576.0,1585.0,7.2788321,13503.849444,113.9,1.0,7.202000000000001,0.116,0.05,0.496,0.069,0.02,0.052842999999999994,0.11199999999999999,0.19399999999999998,0.154,4385.0,0.002,0.392,0.344,0.109,0.674,0.008,0.013000000000000001,0.07400000000000001,0.009000000000000001,0.025,0.462,0.002,0.002,0.003,0.733,0.0003,0.419,0.109,0.795,0.006999999999999999,0.013999999999999999,0.07400000000000001,0.011000000000000001,0.021,0.57,0.003,0.04,4.831659991396019,53.4,0.9,13.0,0.17,2.3,23.078855616341247,5.1493881372544275,56.3,1.0,6.7,0.1,2.4,23.584920738087472,True,True
137,Э76ХФ,29.0,48.5,20.0,48.5,0.42758999999999997,0.11494800000000001,0.184871,0.145522,0.0440961,1503.0,1585.0,12.639587599999999,14451.0,115.9,1.0,20.434,0.153,0.05,0.456,0.048,0.02,0.055411,0.146,0.28600000000000003,0.20600000000000002,4817.0,0.001,0.45899999999999996,0.32299999999999995,0.13,0.622,0.009000000000000001,0.013000000000000001,0.079,0.006999999999999999,0.02,0.44,0.001,0.002,0.003,0.77,0.0001,0.418,0.131,0.784,0.009000000000000001,0.013000000000000001,0.078,0.008,0.015,0.5489999999999999,0.003,0.04,3.9899441821690855,45.5,0.6,10.4,0.24,2.2,21.23638093310858,4.344003057675775,55.5,0.8,10.7,0.19,2.1,26.348266205042115,True,True
138,Э76ХФ,35.0,42.8833333,18.55,42.8833333,0.42673,0.120528,0.20844050000000003,0.177244,0.04164980000000001,1569.0,1581.0,10.515973599999999,14338.5444744,115.3,1.0,15.032,0.174,0.05,0.45299999999999996,0.036000000000000004,0.02,0.052337,0.185,0.322,0.21600000000000003,4433.0,0.001,0.45299999999999996,0.32,0.113,0.612,0.009000000000000001,0.013999999999999999,0.075,0.008,0.022000000000000002,0.415,0.001,0.002,0.003,0.782,0.0005,0.42,0.11199999999999999,0.7959999999999999,0.008,0.015,0.075,0.009000000000000001,0.018000000000000002,0.5770000000000001,0.003,0.039,3.890866996902096,50.1,1.1,13.4,0.58,1.9,25.517525409572137,4.058561335394612,52.9,0.6,13.2,0.13,2.0,26.355334201333207,True,True
139,Э76ХФ,38.0,44.533333299999995,21.033333300000002,44.533333299999995,0.407525,0.083142,0.112026,0.09692100000000001,0.040815,1550.0,1594.0,10.9441617,13441.5213946,115.6,1.0,16.246,0.059000000000000004,0.05,0.44,0.048,0.02,0.051288,0.102,0.17300000000000001,0.149,4712.0,0.002,0.475,0.348,0.09699999999999999,0.6859999999999999,0.006999999999999999,0.012,0.07,0.01,0.023,0.46299999999999997,0.002,0.002,0.003,0.765,0.0002,0.419,0.09699999999999999,0.789,0.006,0.013000000000000001,0.07,0.011000000000000001,0.017,0.556,0.003,0.038,4.718734153481612,54.4,0.9,15.4,0.25,2.4,22.74122715834273,5.270526645077832,57.9,0.9,6.5,0.1,2.5,23.21025270690738,True,True
140,Э76ХФ,43.0,48.7,28.066666700000003,48.7,0.479125,0.109926,0.1958645,0.154381,0.0414477,1565.0,1640.0,8.016221799999999,14545.368171,115.3,1.0,13.013,0.154,0.395,0.222,0.063,0.02,0.052083000000000004,0.155,0.303,0.19699999999999998,6804.0,0.002,0.402,0.327,0.106,0.625,0.008,0.013000000000000001,0.07,0.006999999999999999,0.022000000000000002,0.439,0.002,0.002,0.004,0.779,0.0013,0.418,0.105,0.794,0.006999999999999999,0.013999999999999999,0.07,0.009000000000000001,0.017,0.565,0.003,0.039,4.8304462231348255,54.1,0.5,11.0,0.12,2.2,23.77234253910122,4.996758570355635,54.7,0.9,10.4,0.17,2.3,24.056769440988536,True,True
141,Э76ХФ,37.0,54.7,35.7,54.7,0.462495,0.077562,0.1319075,0.10565799999999999,0.0400661,1506.0,1600.0,5.4156331,13910.9243697,112.7,1.0,9.873,0.07400000000000001,0.638,0.42,0.064,0.02,0.050347,0.107,0.204,0.139,8277.0,0.002,0.423,0.35600000000000004,0.105,0.68,0.01,0.011000000000000001,0.08199999999999999,0.009000000000000001,0.023,0.46799999999999997,0.002,0.002,0.003,0.754,0.0002,0.42,0.10300000000000001,0.79,0.009000000000000001,0.012,0.081,0.01,0.019,0.565,0.004,0.038,4.810117663600705,47.6,0.9,12.7,0.45,2.3,21.057667422289597,5.10281527570086,59.1,1.0,5.3,0.14,2.3,25.87390819113446,True,True
142,Э76ХФ,49.0,43.0166667,23.6166667,41.1833333,0.45113500000000006,0.073098,0.10567850000000001,0.125524,0.0403829,1537.0,1597.0,10.997923,14250.1058574,115.1,1.0,15.003,0.059000000000000004,0.05,0.496,0.049,0.02,0.050745,0.149,0.162,0.131,5609.0,0.002,0.43200000000000005,0.35700000000000004,0.098,0.696,0.008,0.009000000000000001,0.07400000000000001,0.012,0.02,0.462,0.002,0.003,0.003,0.757,0.0003,0.418,0.09699999999999999,0.789,0.006999999999999999,0.012,0.07400000000000001,0.013000000000000001,0.016,0.569,0.003,0.038,4.941589667903414,57.5,0.6,13.5,0.23,2.5,23.081239824564985,5.305846518069017,49.6,0.5,6.9,0.11,2.5,19.945730120998,True,True
143,Э76ХФ,43.0,44.55,27.383333299999997,44.55,0.46748999999999996,0.07812000000000001,0.111603,0.10468399999999999,0.041822500000000006,1534.0,1595.0,9.624915800000002,13738.2836275,116.7,1.0,14.293,0.116,0.05,0.515,0.07,0.02,0.052554,0.114,0.172,0.14,6270.0,0.002,0.405,0.35200000000000004,0.1,0.6829999999999999,0.006999999999999999,0.01,0.07400000000000001,0.01,0.02,0.45,0.002,0.002,0.003,0.753,0.0005,0.42,0.099,0.785,0.006,0.012,0.07400000000000001,0.012,0.017,0.561,0.004,0.039,4.746530265869487,57.6,0.5,10.5,0.18,2.2,25.132723529932598,5.219333381737445,58.5,0.7,5.3,0.09,2.5,23.475725581841672,True,True
144,Э76ХФ,41.0,40.2,15.05,40.2,0.4871,0.121644,0.16493,0.15237799999999999,0.041217699999999996,1579.0,1582.0,11.7671642,14061.1295681,115.4,1.0,15.767999999999999,0.116,0.05,0.529,0.038,0.02,0.05179400000000001,0.16399999999999998,0.254,0.218,3527.0,0.002,0.4,0.316,0.096,0.637,0.006999999999999999,0.011000000000000001,0.065,0.008,0.018000000000000002,0.429,0.001,0.002,0.003,0.77,0.0002,0.41600000000000004,0.09699999999999999,0.7829999999999999,0.006,0.013000000000000001,0.066,0.009000000000000001,0.015,0.561,0.003,0.038,4.3750879888209795,53.2,0.8,13.7,0.41,2.2,24.12919563019552,4.526862082351388,52.4,0.4,12.7,0.16,2.1,25.13101156054443,True,True
145,Э76ХФ,37.0,42.0666667,20.4833333,42.0666667,0.41940500000000003,0.10323,0.152294,0.15473299999999998,0.041620300000000006,1562.0,1588.0,7.916006299999999,13307.4043938,115.9,1.0,11.1,0.059000000000000004,0.57,0.42,0.048,0.02,0.0523,0.17300000000000001,0.23399999999999999,0.185,4543.0,0.002,0.401,0.33399999999999996,0.10099999999999999,0.667,0.008,0.011000000000000001,0.077,0.008,0.02,0.441,0.002,0.002,0.003,0.769,0.0006,0.41700000000000004,0.099,0.7929999999999999,0.006999999999999999,0.012,0.077,0.01,0.017,0.5660000000000001,0.004,0.038,5.044854517661827,56.8,0.2,13.0,0.16,2.2,25.020648020479825,5.288671263783908,49.6,0.4,6.5,0.09,2.4,21.070091415397496,True,True
146,Э76ХФ,32.0,43.8666667,12.816666699999999,43.8666667,0.501045,0.128898,0.16116,0.153936,0.0407282,1608.0,1581.0,8.5322673,14011.443433000002,114.1,1.0,12.45,0.116,0.05,0.545,0.049,0.02,0.051179,0.168,0.248,0.231,2993.0,0.002,0.396,0.309,0.095,0.665,0.006,0.011000000000000001,0.062,0.009000000000000001,0.02,0.43799999999999994,0.002,0.002,0.003,0.768,0.0002,0.418,0.096,0.799,0.005,0.013000000000000001,0.063,0.011000000000000001,0.017,0.58,0.003,0.038,4.340192284915556,50.9,0.6,10.9,0.11,2.2,23.087330864698664,4.260450630700308,55.3,0.3,9.9,0.09,2.0,27.237534186516953,True,True
147,Э76ХФ,32.0,44.3333333,19.6,44.3333333,0.47855,0.12834,0.144243,0.162912,0.0406129,1577.0,1585.0,12.0322556,13891.8367347,115.3,1.0,17.781,0.11499999999999999,0.05,0.518,0.037000000000000005,0.02,0.051033999999999996,0.18899999999999997,0.221,0.23,4538.0,0.002,0.395,0.31,0.10800000000000001,0.6579999999999999,0.006999999999999999,0.012,0.073,0.009000000000000001,0.021,0.426,0.001,0.002,0.003,0.775,0.0002,0.41600000000000004,0.10800000000000001,0.784,0.006,0.013000000000000001,0.07200000000000001,0.01,0.017,0.56,0.003,0.038,4.243270897827305,50.5,0.7,14.7,0.4,2.0,24.54170592437956,4.284009917441286,54.4,0.4,10.1,0.1,2.0,26.81285954980889,True,True
148,Э76ХФ,33.0,43.5666667,19.05,43.5666667,0.50544,0.129456,0.170571,0.201432,0.0402969,1571.0,1588.0,9.683091000000001,14217.322834600001,115.5,1.0,14.062000000000001,0.17600000000000002,0.05,0.55,0.035,0.02,0.050637,0.237,0.261,0.23199999999999998,4514.0,0.002,0.369,0.309,0.077,0.642,0.005,0.01,0.059000000000000004,0.008,0.02,0.406,0.002,0.003,0.003,0.785,0.0004,0.41700000000000004,0.077,0.795,0.005,0.013000000000000001,0.059000000000000004,0.01,0.016,0.5710000000000001,0.003,0.038,4.098649611055464,49.6,1.8,9.8,0.99,2.0,24.081384351101136,4.281452530990404,53.6,0.7,11.3,0.2,2.0,26.761825531674226,True,True
149,Э76ХФ,30.0,48.8666667,22.033333300000002,48.8666667,0.42504,0.11383199999999999,0.16178399999999998,0.179481,0.0407282,1545.0,1588.0,11.9934516,14574.281391799997,115.2,1.0,19.535999999999998,0.116,0.05,0.45399999999999996,0.049,0.02,0.051179,0.207,0.248,0.204,5352.0,0.001,0.433,0.325,0.095,0.6509999999999999,0.006999999999999999,0.01,0.071,0.008,0.021,0.419,0.001,0.002,0.003,0.769,0.0002,0.41700000000000004,0.092,0.7909999999999999,0.006,0.013000000000000001,0.071,0.009000000000000001,0.015,0.565,0.003,0.038,3.751743196585993,50.2,1.4,17.1,0.59,1.9,25.404469959768235,3.86914481938494,53.8,0.9,10.5,0.18,2.0,26.734135391433625,True,True
150,Э76ХФ,49.0,44.5,22.4833333,44.5,0.42849499999999996,0.12443399999999999,0.160905,0.169479,0.04097290000000001,1580.0,1583.0,11.5857034,12945.589325399998,116.1,1.0,16.928,0.116,0.578,0.42,0.085,0.02,0.051613,0.192,0.247,0.223,4851.0,0.002,0.406,0.318,0.09699999999999999,0.654,0.009000000000000001,0.011000000000000001,0.077,0.009000000000000001,0.022000000000000002,0.441,0.001,0.002,0.003,0.773,0.0003,0.42,0.098,0.7929999999999999,0.008,0.013000000000000001,0.077,0.01,0.013999999999999999,0.569,0.003,0.038,4.647635888852994,52.6,1.4,14.7,0.26,2.2,23.93672756094022,4.6636563120606995,49.0,0.8,13.3,0.21,2.1,23.97891747192881,True,True
