;t вып-обр;t обработка;ПСН гр.;чист расход C;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
46;27,0;46,0166667;3,5755627;0,5225350000000001;0,117345;0,0930984;1566,0;1570,0;15,168187699999995;14101,338091;115,0;1,0;9,695;0,07400000000000001;0,05;0,083;0,02;0,102792;0,115;4391,0;0,002;0,449;0,23;0,115;0,7140000000000001;0,009000000000000001;0,075;0,009000000000000001;0,021;0,465;0,002;0,002;0,003;0,841;0,0001;0,284;0,7929999999999999;0,006999999999999999;0,015;0,009000000000000001;0,014;0,5579999999999999;0,003;0,083;5,7;59,2;0,3;11,0;0,12;2,7;21,6;6,2;52,5;0,9;6,8;0,1;2,5;21,2
47;16,0;42,8333333;3,497992;0,530135;0,094005;0,0926146;1575,0;1586,0;13,0279592;14031,8949343;114,8;1,0;7,093;0,079;0,05;0,076;0,02;0,102792;0,135;4155,0;0,002;0,433;0,224;0,104;0,677;0,011;0,07400000000000001;0,009000000000000001;0,021;0,459;0,002;0,002;0,003;0,868;0,0002;0,289;0,795;0,004;0,016;0,011;0,014;0,546;0,003;0,083;5,0;57,5;0,4;8,3;0,13;2,7;21,2;5,6;61,1;0,7;5,0;0,08;2,8;21,9
48;28,0;45,55;2,6547103;0,35711;0,09879;0,0396495;1554,0;1601,0;9,2802579;13348,6725664;114,9;1,0;13,593;0,063;0,05;0,038;0,02;0,049949;0,268;4609,0;0,002;0,493;0,28800000000000003;0,079;0,7190000000000001;0,013;0,066;0,008;0,017;0,496;0,002;0,002;0,003;0,769;0,0003;0,417;0,784;0,006999999999999999;0,015;0,009000000000000001;0,015;0,5720000000000001;0,003;0,037000000000000005;5,9;58,5;0,3;12,2;0,16;2,6;22,4;5,4;60,9;0,5;11,2;0,17;2,8;21,6
49;31,0;54,35;2,99082745;0,419245;0,142285;0,0401091;1572,0;1584,0;8,9494756;12741,150112;115,1;1,0;16,119;0,041;0,05;0,041;0,02;0,050528;0,263;4739,0;0,002;0,441;0,295;0,094;0,6940000000000001;0,013;0,058;0,009000000000000001;0,02;0,4370000000000001;0,001;0,002;0,003;0,7759999999999999;0,0004;0,42;0,789;0,005;0,014;0,01;0,017;0,563;0,003;0,036000000000000004;5,0;58,7;0,7;9,6;0,19;2,6;22,6;5,8;59,4;0,4;5,2;0,08;2,7;21,9
50;29,0;49,85;2,99082745;0,448525;0,16165;0,0402242;1579,0;1584,0;14,5282258;12527,6955603;116,4;1,0;24,02;0,092;0,05;0,038;0,02;0,050673;0,191;3292,0;0,002;0,423;0,329;0,12;0,664;0,011;0,087;0,009000000000000001;0,022;0,433;0,001;0,002;0,003;0,773;0,0005;0,42;0,7909999999999999;0,01;0,012;0,01;0,018000000000000002;0,569;0,003;0,036000000000000004;4,9;55,7;0,5;14,2;0,15;2,2;25,1;5,7;50,4;0,5;8,6;0,08;2,3;21,5
51;42,0;47,2;2,8876404;0,35029;0,08846;0,041286300000000005;1532,0;1580,0;7,0526015;13476,3157895;114,7;1,0;10,957;0,052000000000000005;0,05;0,086;0,02;0,052011;0,174;5121,0;0,002;0,51;0,335;0,08900000000000001;0,721;0,011;0,067;0,011;0,019;0,4970000000000001;0,002;0,004;0,004;0,77;0,0002;0,416;0,789;0,005;0,012;0,012;0,014;0,57;0,003;0,036000000000000004;4,9;51,7;0,6;7,5;0,2;2,4;21,3;5,6;62,1;0,6;3,9;0,1;2,8;22,4
52;46,0;47,8333333;2,9563448;0,48841;0,109155;0,040568699999999985;1540,0;1585,0;9,4045414;14243,1372549;114,6;1,0;14,611;0,107;0,05;0,069;0,02;0,051107;0,194;5448,0;0,002;0,433;0,325;0,102;0,743;0,008;0,07200000000000001;0,01;0,018000000000000002;0,455;0,002;0,002;0,003;0,779;0,0002;0,417;0,777;0,006;0,011;0,011;0,015;0,542;0,003;0,036000000000000004;5,3;57,2;0,7;9,9;0,12;2,6;21,8;4,8;56,1;0,6;9,8;0,16;2,1;26,1
53;49,0;47,1833333;2,6626984;0,6280796;0,09085;0,091075;1572,0;1621,0;6,3093264000000016;13117,5637394;109,2;1,0;6,765;0,04;0,19;0,06;0,02;0,099537;0,147;5145,0;0,002;0,398;0,213;0,096;0,687;0,01;0,07200000000000001;0,008;0,019;0,457;0,001;0,002;0,004;0,87;0,0002;0,289;0,812;0,009000000000000001;0,014;0,009000000000000001;0,013;0,557;0,003;0,085;4,7;48,3;0,9;7,2;0,13;2,6;18,7;4,7;56,7;0,5;11,3;0,17;2,2;26,0
54;63,0;48,05;2,5631223;0,552295;0,067985;0,0929723;1547,0;1579,0;8,522820300000001;13119,463087200002;114,8;1,0;9,368;0,067;0,475;0,083;0,02;0,10272;0,151;3801,0;0,002;0,4;0,22;0,103;0,7190000000000001;0,009000000000000001;0,07;0,008;0,019;0,48;0,002;0,002;0,003;0,87;0,0002;0,293;0,797;0,005;0,014;0,01;0,014;0,526;0,003;0,08199999999999999;4,7;48,2;0,8;8,6;0,21;2,4;20,1;4,5;56,0;0,5;11,8;0,16;2,1;26,1
55;52,0;49,35;2,9660215;0,650858;0,125575;0,0914203;1534,0;1572,0;11,6933485;13707,2056239;112,2;1,0;11,427;0,068;0,166;0,077;0,02;0,100116;0,202;4333,0;0,001;0,365;0,187;0,07400000000000001;0,648;0,009000000000000001;0,057;0,006999999999999999;0,018000000000000002;0,416;0,001;0,002;0,003;0,855;0,0002;0,28800000000000003;0,795;0,006;0,014;0,009000000000000001;0,017;0,535;0,003;0,083;4,5;49,1;0,9;14,5;1,35;2,0;24,8;4,8;56,6;0,4;11,9;0,18;2,2;25,8
56;13,0;48,0333333;3,5915935;0,5789300000000001;0,11666;0,0928716;1551,0;1576,0;15,2627881;13443,442623;113,9;1,0;11,587;0,07200000000000001;0,168;0,037000000000000005;0,02;0,102214;0,146;5467,0;0,002;0,43;0,21600000000000005;0,11;0,6970000000000001;0,012;0,079;0,008;0,022;0,446;0,001;0,002;0,004;0,8640000000000001;0,0008;0,278;0,799;0,009000000000000001;0,022;0,009000000000000001;0,017;0,551;0,003;0,084;4,9;55,3;1,0;15,3;0,19;2,5;22,4;3,7;49,2;0,5;11,7;0,18;2,5;19,9
57;5,0;45,6833333;3,0;0,570325;0,08579500000000001;0,0929855;1574,0;1586,0;13,516581400000002;13188,6108714;114,0;1,0;14,673;0,113;0,155;0,026;0,02;0,102286;0,115;4246,0;0,002;0,428;0,232;0,111;0,726;0,009000000000000001;0,079;0,009000000000000001;0,023;0,463;0,002;0,002;0,003;0,8690000000000001;0,0005;0,289;0,804;0,008;0,015;0,01;0,017;0,5379999999999999;0,003;0,083;4,6;56,3;0,7;12,2;0,2;2,2;25,3;4,5;53,8;0,5;11,8;0,14;2,1;26,8
58;11,0;45,2;2,6223802000000003;0,41765;0,10946;0,037927;1600,0;1631,0;10,4369469;13276,1120264;110,2;1,0;15,725;0,073;0,05;0,038;0,02;0,047779;0,214;4477,0;0,002;0,433;0,314;0,08900000000000001;0,737;0,009000000000000001;0,069;0,011;0,018000000000000002;0,466;0,001;0,002;0,004;0,758;0,0004;0,422;0,7879999999999999;0,013;0,012;0,011;0,011;0,563;0,003;0,037000000000000005;4,9;49,9;1,0;13,0;0,14;2,3;21,7;4,9;55,4;1,0;12,3;0,14;2,3;25,3
59;19,0;48,0333333;2,99082745;0,5197350000000001;0,171565;0,0403272;1590,0;1609,0;8,4027159;12821,7179903;116,5;1,0;13,407;0,08;0,05;0,037000000000000005;0,02;0,050854;0,217;4395,0;0,001;0,379;0,318;0,102;0,628;0,01;0,071;0,008;0,022;0,41;0,001;0,002;0,003;0,764;0,0003;0,422;0,792;0,008;0,011;0,008;0,015;0,5710000000000001;0,002;0,037000000000000005;5,1;54,1;0,7;11,0;0,38;2,3;23,3;5,1;54,4;0,7;12,9;0,13;2,3;25,0
60;16,0;51,05;2,99082745;0,501945;0,14507;0,0402122;1572,0;1588,0;10,6181102;12902,8181042;117,0;1,0;17,98;0,047;0,05;0,039;0,02;0,050709;0,199;4197,0;0,002;0,383;0,326;0,09;0,677;0,009000000000000001;0,068;0,006999999999999999;0,019;0,435;0,001;0,002;0,003;0,767;0,0004;0,417;0,779;0,011;0,011;0,008;0,013;0,562;0,003;0,036000000000000004;6,2;50,2;0,4;12,8;0,15;2,3;21,5;5,6;53,2;0,8;9,9;0,13;2,6;20,5
61;17,0;48,5333333;2,99082745;0,412605;0,11035;0,0388927;1567,0;1591,0;12,9801846;12386,3414634;113,0;1,0;20,707;0,057;0,05;0,054000000000000006;0,02;0,049045;0,163;4232,0;0,002;0,446;0,342;0,116;0,6920000000000001;0,009000000000000001;0,083;0,008;0,031;0,48;0,002;0,002;0,004;0,77;0,0002;0,421;0,792;0,006999999999999999;0,011;0,008;0,016;0,5710000000000001;0,003;0,036000000000000004;5,0;57,9;0,5;13,4;0,1;2,5;22,8;5,5;57,6;0,8;8,5;0,08;2,5;22,9
62;27,0;48,8666667;2,99082745;0,47769;0,13824;0,0399537;1561,0;1592,0;10,11493;12781,5929204;115,8;1,0;16,448;0,056;0,05;0,038;0,02;0,050383;0,21600000000000005;4012,0;0,002;0,411;0,317;0,12;0,672;0,009000000000000001;0,08;0,008;0,024;0,454;0,001;0,002;0,003;0,752;0,0004;0,419;0,7829999999999999;0,006999999999999999;0,011;0,008;0,017;0,5670000000000001;0,003;0,036000000000000004;5,3;53,4;0,8;12,9;0,13;2,2;24,0;5,1;51,3;0,6;8,5;0,09;2,3;22,9
63;31,0;49,5333333;2,539545;0,456545;0,137935;0,0393804;1560,0;1587,0;6,8107776;13533,3333333;115,8;1,0;11,094;0,08;0,132;0,065;0,02;0,04966;0,17600000000000002;3857,0;0,002;0,424;0,336;0,118;0,684;0,009000000000000001;0,079;0,009000000000000001;0,026;0,456;0,002;0,002;0,003;0,772;0,0003;0,419;0,785;0,006999999999999999;0,011;0,01;0,02;0,565;0,003;0,036000000000000004;5,2;54,9;0,4;11,3;0,11;2,3;24,1;5,0;56,0;0,4;13,2;0,13;2,3;25,3
64;27,0;52,5166667;2,99082745;0,428555;0,134225;0,038949800000000014;1555,0;1585,0;13,790734;12661,477363;111,9;1,0;24,061;0,08;0,05;0,038;0,02;0,049117;0,205;4428,0;0,002;0,438;0,322;0,12;0,655;0,01;0,079;0,008;0,025;0,457;0,001;0,002;0,003;0,768;0,0002;0,419;0,7829999999999999;0,006;0,012;0,008;0,016;0,557;0,002;0,036000000000000004;4,5;48,2;0,5;10,7;0,13;2,1;22,4;4,9;55,5;0,4;12,4;0,14;2,3;25,5
65;37,0;47,1833333;2,99082745;0,416555;0,096005;0,0388927;1570,0;1589,0;10,4689434;12944,6808511;114,6;1,0;16,349;0,081;0,05;0,038;0,02;0,049045;0,127;3380,0;0,002;0,454;0,358;0,129;0,74;0,009000000000000001;0,078;0,012;0,022;0,486;0,002;0,002;0,003;0,768;0,0002;0,417;0,778;0,009000000000000001;0,01;0,013;0,016;0,565;0,003;0,036000000000000004;5,6;57,4;0,6;12,0;0,14;2,6;22,0;6,8;55,9;0,5;8,5;0,09;2,7;21,0
66;31,0;44,5333333;2,7884371;0,4462350000000001;0,116515;0,0392947;1579,0;1593,0;12,0300898;13811,165524000002;116,2;1,0;17,858;0,13;0,05;0,081;0,02;0,049552;0,161;3917,0;0,002;0,447;0,342;0,127;0,6970000000000001;0,011;0,078;0,011;0,022;0,48;0,002;0,003;0,003;0,772;0,0003;0,422;0,7909999999999999;0,008;0,013;0,013;0,016;0,5660000000000001;0,003;0,037000000000000005;4,4;57,1;0,3;10,6;0,14;2,2;25,5;5,1;55,3;0,4;12,9;0,12;2,2;24,9
67;32,0;45,3833333;2,0;0,45339;0,10286;0,0429362;1581,0;1582,0;7,701726;13364,9564376;116,3;1,0;11,651;0,079;0,282;0,08;0,02;0,054144000000000005;0,16;3835,0;0,001;0,402;0,342;0,128;0,684;0,01;0,079;0,01;0,025;0,476;0,002;0,002;0,003;0,773;0,0003;0,416;0,7859999999999999;0,006999999999999999;0,012;0,011;0,019;0,569;0,003;0,036000000000000004;4,9;50,8;0,7;11,1;0,18;2,3;21,7;4,9;56,3;0,5;12,9;0,13;2,2;25,9
68;60,0;45,8333333;3,8709918;0,57439;0,09819;0,0906184;1553,0;1588,0;14,0284211;12360,0;110,0;1,0;13,327;0,135;0,05;0,057;0,02;0,10008;0,156;5356,0;0,001;0,399;0,212;0,08800000000000001;0,6859999999999999;0,01;0,054000000000000006;0,009000000000000001;0,019;0,455;0,001;0,002;0,004;0,8590000000000001;0,00085;0,292;0,8059999999999999;0,006;0,017;0,01;0,015;0,539;0,002;0,084;4,0;48,9;0,7;10,9;0,2;2,3;21,5;4,8;55,9;0,4;12,4;0,14;2,2;25,6
69;61,0;46,1833333;4,339884400000001;0,62684;0,12546500000000002;0,0966817;1552,0;1589,0;12,3706601;14331,6455696;119,6;1,0;12,649;0,121;0,05;0,062;0,02;0,107096;0,21;5661,0;0,002;0,394;0,189;0,102;0,624;0,011;0,062;0,009000000000000001;0,021;0,441;0,001;0,002;0,003;0,8590000000000001;0,0005;0,287;0,7979999999999999;0,004;0,015;0,01;0,017;0,524;0,002;0,083;4,4;47,7;1,0;15,5;0,35;2,4;20,0;5,0;52,5;1,0;13,7;0,21;2,4;21,6
70;34,0;46,8333333;3,0403507000000003;0,55777;0,09369;0,0881168;1575,0;1581,0;13,3951989;12285,467128;110,6;1,0;10,385;0,052000000000000005;0,05;0,042;0,02;0,097403;0,168;3945,0;0,002;0,41;0,203;0,102;0,6859999999999999;0,012;0,065;0,008;0,019;0,467;0,001;0,002;0,003;0,853;0,0004;0,289;0,807;0,005;0,018000000000000002;0,01;0,014;0,5539999999999999;0,003;0,084;4,0;56,0;0,5;15,6;0,15;2,4;23,5;4,9;52,4;0,6;14,9;0,14;2,2;23,7
71;35,0;50,2666667;2,9297424;0,599665;0,1631;0,0918783;1607,0;1589,0;9,8069464;20206,4516129;112,7;1,0;13,569;0,134;0,05;0,026;0,02;0,102033;0,207;3654,0;0,002;0,397;0,185;0,092;0,6459999999999999;0,011;0,06;0,008;0,02;0,403;0,001;0,002;0,003;0,858;0,0006;0,287;0,805;0,004;0,013;0,01;0,016;0,552;0,002;0,084;4,2;47,3;0,8;18,7;0,61;1,9;24,3;4,6;55,7;0,6;12,0;0,18;2,1;26,2
72;34,0;45,21666670000001;2,6461538;0,58473;0,15999000000000002;0,0943928;1613,0;1578,0;17,0081633;12160,0997506;114,9;1,0;16,668;0,196;0,05;0,027000000000000003;0,02;0,104384;0,212;2709,0;0,002;0,402;0,187;0,098;0,672;0,011;0,063;0,009000000000000001;0,018000000000000002;0,413;0,001;0,002;0,003;0,843;0,0002;0,287;0,802;0,005;0,017;0,01;0,013;0,547;0,002;0,084;5,2;50,6;0,6;14,2;0,26;2,0;25,1;4,5;49,8;0,4;6,9;0,14;2,5;19,8
73;33,0;48,0333333;3,1862955000000004;0,594195;0,10252;0,0920956;1559,0;1579,0;13,4781621;11977,1583956;113,0;1,0;14,504;0,077;0,05;0,052000000000000005;0,02;0,102467;0,159;4894,0;0,002;0,376;0,211;0,094;0,628;0,01;0,061;0,006;0,028;0,461;0,001;0,002;0,003;0,882;0,0004;0,28300000000000003;0,8079999999999999;0,005;0,018000000000000002;0,006999999999999999;0,02;0,532;0,003;0,084;4,3;55,5;1,5;13,4;0,21;2,5;22,2;4,5;55,3;0,6;11,4;0,24;2,1;26,4
74;44,0;45,3333333;2,4840824;0,576715;0,07700499999999999;0,094494;1555,0;1584,0;13,6846392;11735,106383;116,4;1,0;14,749;0,061;0,05;0,055;0,02;0,104999;0,189;3677,0;0,002;0,419;0,199;0,098;0,6629999999999999;0,012;0,063;0,008;0,021;0,473;0,002;0,002;0,003;0,8640000000000001;0,0002;0,292;0,805;0,008;0,016;0,009000000000000001;0,014;0,53;0,003;0,081;5,4;51,1;0,4;10,5;0,2;2,3;22,0;5,8;51,8;0,5;10,0;0,15;2,1;24,2
75;41,0;44,5333333;3,4;0,442205;0,119185;0,0377696;1577,0;1626,0;8,9959581;13545,662847799998;109,1;1,0;13,354;0,057;0,118;0,038;0,02;0,047852;0,213;4598,0;0,002;0,411;0,31;0,098;0,708;0,013;0,062;0,008;0,021;0,464;0,001;0,002;0,003;0,78;0,0002;0,417;0,7979999999999999;0,005;0,013;0,01;0,012;0,5660000000000001;0,003;0,037000000000000005;5,2;50,1;0,6;18,0;0,22;2,0;24,8;4,5;54,6;0,5;10,9;0,16;2,2;25,0
76;31,0;51,2;2,9283422000000003;0,496885;0,057695;0,0386828;1558,0;1611,0;8,9180672;13074,2358079;113,8;1,0;14,15;0,128;0,05;0,067;0,02;0,049009;0,277;4990,0;0,002;0,377;0,284;0,102;0,7020000000000001;0,01;0,065;0,008;0,023;0,498;0,002;0,003;0,003;0,77;0,0004;0,415;0,779;0,006;0,012;0,009000000000000001;0,017;0,545;0,003;0,037000000000000005;4,3;45,6;1,0;12,0;0,18;2,1;21,8;4,6;46,7;0,6;5,2;0,09;2,2;21,5
77;38,0;41,0;3,1033243;0,468795;0,141285;0,0398533;1554,0;1585,0;10,4721951;12891,0401648;116,4;1,0;14,312;0,047;0,05;0,071;0,02;0,050492;0,207;3477,0;0,002;0,428;0,318;0,105;0,6940000000000001;0,012;0,071;0,009000000000000001;0,021;0,4370000000000001;0,002;0,002;0,004;0,7709999999999999;0,0003;0,415;0,785;0,006999999999999999;0,014;0,01;0,015;0,56;0,003;0,035;5,0;47,7;0,2;6,7;0,13;2,5;19,1;6,1;57,6;0,5;6,6;0,11;2,3;24,7
78;37,0;53,5333333;2,6950786;0,45552;0,171565;0,0384831;1562,0;1584,0;11,4767595;12447,4155755;112,7;1,0;20,384;0,103;0,05;0,046;0,02;0,048756;0,262;5017,0;0,001;0,417;0,292;0,119;0,624;0,013;0,071;0,006999999999999999;0,022;0,421;0,001;0,002;0,003;0,7559999999999999;0,0003;0,418;0,7879999999999999;0,006999999999999999;0,014;0,008;0,014;0,574;0,003;0,036000000000000004;5,1;51,1;0,9;13,8;0,3;2,1;24,2;4,5;56,0;0,5;11,9;0,15;2,2;26,0
79;61,0;41,71666670000001;3,5148964;0,5150399999999999;0,198315;0,0395392;1553,0;1576,0;9,4530563;12948,6486486;114,0;1,0;13,145;0,21600000000000005;0,05;0,036000000000000004;0,02;0,050094;0,254;4791,0;0,001;0,35700000000000004;0,298;0,08800000000000001;0,613;0,011;0,076;0,006999999999999999;0,021;0,403;0,001;0,002;0,003;0,755;0,0004;0,417;0,7909999999999999;0,009000000000000001;0,014;0,008;0,013;0,57;0,003;0,036000000000000004;4,3;50,7;2,1;11,7;0,8;2,0;24,9;4,1;51,6;0,5;8,9;0,2;2,1;25,1
80;58,0;41,8666667;3,5362319;0,48673;0,13185;0,039424699999999986;1550,0;1584,0;6,5658439;13603,4934498;113,3;1,0;9,163;0,091;0,341;0,049;0,02;0,049949;0,266;5192,0;0,001;0,364;0,29;0,094;0,632;0,011;0,064;0,006999999999999999;0,022;0,431;0,001;0,002;0,003;0,7759999999999999;0,0001;0,416;0,7829999999999999;0,006;0,015;0,008;0,017;0,5660000000000001;0,003;0,037000000000000005;4,7;55,2;0,7;7,1;0,13;2,5;22,1;5,3;52,0;0,4;3,0;0,06;2,8;18,8
81;58,0;43,5166667;2,0;0,44952;0,16244;0,0396392;1575,0;1577,0;8,1065492;12278,0856423;114,7;1,0;11,759;0,07200000000000001;0,05;0,06;0,02;0,049986;0,214;4062,0;0,002;0,417;0,314;0,085;0,635;0,012;0,08900000000000001;0,008;0,02;0,429;0,001;0,002;0,003;0,7709999999999999;0,0002;0,416;0,787;0,009000000000000001;0,014;0,009000000000000001;0,016;0,5760000000000001;0,003;0,037000000000000005;4,7;53,6;0,4;10,5;0,22;2,2;24,1;5,4;58,2;0,2;7,7;0,08;2,2;26,2
82;20,0;45,2333333;2,704908;0,443645;0,134375;0,038818300000000014;1579,0;1579,0;9,4279396;13018,4277261;112,2;1,0;14,21;0,051;0,05;0,08;0,02;0,048828;0,227;4278,0;0,001;0,42;0,308;0,08900000000000001;0,644;0,012;0,073;0,006;0,024;0,443;0,001;0,002;0,003;0,7609999999999999;0,0002;0,415;0,7809999999999999;0,006;0,015;0,006999999999999999;0,015;0,575;0,003;0,036000000000000004;4,2;49,5;1,2;11,4;0,21;2,2;22,5;4,7;50,5;0,5;8,2;0,07;2,3;21,6
83;16,0;42,0333333;1,3701068;0,447105;0,140585;0,0384446;1621,0;1587,0;10,2954005;11075,4863813;112,1;1,0;14,425;0,051;0,05;0,061;0,02;0,048358;0,193;2372,0;0,002;0,438;0,32299999999999995;0,087;0,6759999999999999;0,01;0,091;0,009000000000000001;0,018000000000000002;0,445;0,001;0,002;0,003;0,7829999999999999;0,0003;0,417;0,785;0,01;0,013;0,01;0,012;0,575;0,003;0,036000000000000004;4,3;48,5;0,4;10,6;0,13;2,3;20,8;5,0;50,2;0,6;10,3;0,08;2,3;21,7
84;22,0;43,05;2,0;0,468055;0,115705;0,0389908;1556,0;1592,0;6,7449477;13564,714603400002;113,5;1,0;9,679;0,051;0,05;0,05;0,02;0,049045;0,257;5083,0;0,002;0,382;0,292;0,076;0,629;0,01;0,065;0,006;0,017;0,449;0,001;0,002;0,003;0,752;0,0002;0,416;0,7929999999999999;0,006999999999999999;0,013;0,006999999999999999;0,012;0,579;0,003;0,036000000000000004;4,6;59,0;0,8;8,3;0,22;2,6;22,4;5,4;53,1;0,4;3,8;0,07;2,7;19,9
85;22,0;41,71666670000001;2,8373373;0,443125;0,151145;0,039048;1601,0;1624,0;7,5241877000000015;12690,5027933;113,3;1,0;10,421;0,101;0,05;0,048;0,02;0,049117;0,255;5048,0;0,002;0,419;0,295;0,083;0,639;0,012;0,08900000000000001;0,008;0,017;0,439;0,001;0,002;0,003;0,747;0,0002;0,417;0,789;0,011;0,013;0,009000000000000001;0,011;0,574;0,003;0,036000000000000004;5,0;55,8;0,6;9,5;0,12;2,5;22,1;5,1;58,1;0,4;10,1;0,11;2,3;25,5
86;24,0;52,0333333;3,5652174;0,472125;0,160865;0,0399686;1535,0;1589,0;8,754361099999999;14420,9032258;115,8;1,0;15,111;0,062;0,284;0,048;0,02;0,050275;0,301;6209,0;0,001;0,383;0,278;0,08;0,613;0,011;0,057;0,006;0,016;0,428;0,002;0,002;0,003;0,753;0,0003;0,418;0,792;0,005;0,014;0,006999999999999999;0,013;0,5720000000000001;0,003;0,036000000000000004;4,6;60,1;0,7;9,0;0,16;2,6;23,0;4,8;50,3;0,6;7,0;0,11;2,4;21,0
87;32,0;49,0333333;2,99082745;0,45624;0,13325;0,0391347;1590,0;1592,0;10,6029912;12651,1976048;112,8;1,0;17,33;0,047;0,05;0,048;0,02;0,049226;0,23;4695,0;0,002;0,421;0,307;0,086;0,667;0,011;0,085;0,006;0,015;0,444;0,001;0,002;0,003;0,7609999999999999;0,0004;0,418;0,7859999999999999;0,011;0,013;0,006999999999999999;0,012;0,5760000000000001;0,003;0,037000000000000005;4,1;58,6;0,5;10,9;0,13;2,6;22,8;4,9;59,9;0,7;7,8;0,08;2,6;22,9
88;26,0;54,0333333;2,0;0,404085;0,109375;0,0389908;1575,0;1588,0;10,2586675;12718,08;113,0;1,0;18,477;0,042;0,05;0,059;0,02;0,049045;0,229;4416,0;0,002;0,452;0,309;0,083;0,6940000000000001;0,011;0,063;0,006999999999999999;0,016;0,466;0,002;0,002;0,003;0,774;0,0003;0,418;0,7809999999999999;0,005;0,013;0,008;0,012;0,5670000000000001;0,003;0,036000000000000004;4,4;60,3;0,5;11,8;0,16;2,7;22,4;5,3;61,3;0,4;6,2;0,07;2,6;23,3
89;44,0;42,4833333;3,5611038;0,463315;0,132735;0,0391061;1535,0;1587,0;8,892616699999998;13446,6984343;114,0;1,0;12,546;0,052000000000000005;0,05;0,059;0,02;0,04919;0,253;5487,0;0,002;0,394;0,298;0,087;0,67;0,01;0,06;0,006999999999999999;0,018000000000000002;0,45;0,002;0,002;0,003;0,758;0,0002;0,417;0,794;0,005;0,012;0,009000000000000001;0,012;0,5710000000000001;0,003;0,036000000000000004;4,6;62,0;0,2;8,6;0,18;2,7;22,8;4,9;62,2;0,7;3,9;0,08;2,4;25,6
90;43,0;55,8833333;2,99082745;0,43005;0,15115499999999998;0,039048;1564,0;1580,0;9,1980913;11998,9565217;112,8;1,0;17,134;0,052000000000000005;0,05;0,04;0,02;0,049117;0,246;3833,0;0,001;0,4320000000000001;0,297;0,1;0,6409999999999999;0,012;0,08800000000000001;0,006999999999999999;0,018000000000000002;0,433;0,001;0,002;0,003;0,779;0,0007;0,415;0,784;0,01;0,013;0,008;0,013;0,563;0,003;0,036000000000000004;4,5;54,7;0,4;9,5;0,19;2,4;23,1;4,6;56,9;0,7;10,9;0,14;2,3;26,1
91;61,0;43,0;2,99082745;0,460535;0,16376;0,0397095;1551,0;1576,0;10,5152344;12565,583174;115,5;1,0;14,955;0,051;0,05;0,037000000000000005;0,02;0,049949;0,275;3651,0;0,002;0,407;0,289;0,096;0,631;0,01;0,08800000000000001;0,006999999999999999;0,018000000000000002;0,425;0,001;0,002;0,003;0,768;0,0002;0,418;0,784;0,011;0,012;0,006999999999999999;0,013;0,573;0,003;0,036000000000000004;4,4;57,5;0,2;12,0;0,22;2,2;25,8;4,9;54,9;1,0;10,0;0,15;2,3;27,0
92;60,0;49,5166667;2,99082745;0,40577;0,10617;0,038904900000000006;1560,0;1579,0;10,6002043;12166,8449198;112,6;1,0;17,296;0,042;0,05;0,038;0,02;0,048937;0,202;3792,0;0,002;0,446;0,319;0,114;0,674;0,009000000000000001;0,078;0,008;0,019;0,457;0,002;0,002;0,004;0,7559999999999999;0,0002;0,418;0,787;0,012;0,013;0,009000000000000001;0,01;0,557;0,003;0,036000000000000004;7,1;53,5;0,5;11,3;0,22;2,4;22,1;10,3;53,8;0,6;10,5;0,08;2,5;21,2
93;38,0;45,2;2,2318356;0,363925;0,117715;0,0387324;1538,0;1575,0;12,2453482;11812,9655172;112,1;1,0;18,317;0,037000000000000005;0,05;0,051;0,02;0,04872;0,181;4758,0;0,001;0,491;0,331;0,103;0,7070000000000001;0,01;0,067;0,008;0,018000000000000002;0,461;0,002;0,002;0,003;0,785;0,0004;0,42;0,785;0,006;0,013;0,009000000000000001;0,012;0,5760000000000001;0,003;0,037000000000000005;6,0;55,7;0,6;14,3;0,25;2,4;22,7;5,5;49,3;0,5;9,8;0,19;2,5;19,9
